ID,VICTIMAS,FECHA,ANIO,MES,DIA,HORA,MEDIO,COMUNA,X,Y,PARTICIPANTES,ACUSADO,ROL,DAMNIFICADO,SEXO,EDAD,OBITO,SEMESTRE
2020-0060,1,2020-12-03,2020,12,3,20:30:00,AVENIDA,9,"-58,48","-34,66",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,69,1,2
2020-0061,1,2020-12-03,2020,12,3,14:40:00,AUTOPISTA,13,"-58,45","-34,54",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,45,1,2
2020-0062,1,2020-12-04,2020,12,4,17:19:00,CALLE,3,"-58,39","-34,61",BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,47,1,2
2020-0063,2,2020-12-05,2020,12,5,07:10:00,CALLE,11,"-58,53","-34,61",PEATON_MOTO-MOTO,MOTO,PEATON,PEATON,MASCULINO,38,1,2
2020-0063,2,2020-12-05,2020,12,5,07:10:00,CALLE,11,"-58,53","-34,61",PEATON_MOTO-MOTO,MOTO,PASAJERO,MOTO,MASCULINO,21,1,2
2020-0065,1,2020-12-05,2020,12,5,16:00:00,AUTOPISTA,12,"-58,49","-34,55",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,24,1,2
2020-0066,1,2020-12-07,2020,12,7,04:30:00,AUTOPISTA,10,"-58,50","-34,64",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27,1,2
2020-0067,1,2020-12-11,2020,12,11,22:00:00,AVENIDA,4,"-58,42","-34,65",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,51,1,2
2020-0068,1,2020-12-12,2020,12,12,20:30:00,AVENIDA,2,"-58,40","-34,58",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,71,1,2
2020-0069,1,2020-12-15,2020,12,15,05:20:00,AVENIDA,1,"-58,39","-34,62",MOTO-PASAJEROS,PASAJEROS,PASAJERO,MOTO,MASCULINO,25,1,2
2020-0070,1,2020-12-17,2020,12,17,15:35:00,AVENIDA,2,"-58,39","-34,59",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,81,1,2
2020-0071,1,2020-12-17,2020,12,17,23:00:00,AVENIDA,7,"-58,47","-34,64",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,4,1,2
2020-0072,1,2020-12-19,2020,12,19,03:30:00,AVENIDA,3,"-58,40","-34,62",BICICLETA-AUTO,AUTO,CICLISTA,BICICLETA,MASCULINO,42,1,2
2020-0073,1,2020-12-20,2020,12,20,07:40:00,AVENIDA,8,"-58,44","-34,68",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,56,1,2
2020-0074,1,2020-12-20,2020,12,20,21:00:00,AVENIDA,7,"-58,47","-34,63",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,39,1,2
2020-0075,1,2020-12-23,2020,12,23,14:00:00,AVENIDA,1,"-58,38","-34,60",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,23,1,2
2020-0076,1,2020-12-24,2020,12,24,12:30:00,AVENIDA,10,"-58,50","-34,62",AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,FEMENINO,78,1,2
2020-0077,2,2020-12-25,2020,12,25,06:40:00,AVENIDA,15,"-58,47","-34,60",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,FEMENINO,30,1,2
2020-0077,2,2020-12-25,2020,12,25,06:40:00,AVENIDA,15,"-58,47","-34,60",MOTO-AUTO,AUTO,PASAJERO,MOTO,FEMENINO,24,1,2
2020-0078,1,2020-12-25,2020,12,25,05:50:00,CALLE,7,"-58,44","-34,63",BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,26,1,2
2020-0079,1,2020-12-27,2020,12,27,04:15:00,AUTOPISTA,12,"-58,49","-34,55",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,28,1,2
2021-0001,1,2021-01-06,2021,1,6,18:00:00,AUTOPISTA,1,"-58,38","-34,63",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,36,1,1
2021-0002,1,2021-01-07,2021,1,7,10:20:00,AVENIDA,9,"-58,51","-34,65",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,47,1,1
2021-0003,1,2021-01-10,2021,1,10,07:40:00,AUTOPISTA,7,"-58,43","-34,63",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27,1,1
2021-0004,1,2021-01-11,2021,1,11,09:12:18,AVENIDA,5,"-58,41","-34,64",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,61,1,1
2021-0005,1,2021-01-11,2021,1,11,21:30:00,AVENIDA,9,"-58,47","-34,65",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,73,1,1
2021-0006,1,2021-01-12,2021,1,12,21:00:00,AUTOPISTA,14,"-58,41","-34,57",MOTO-CARGAS,CARGAS,PASAJERO,MOTO,FEMENINO,23,1,1
2021-0007,1,2021-01-18,2021,1,18,10:00:00,AVENIDA,15,"-58,49","-34,59",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,84,1,1
2021-0008,1,2021-01-22,2021,1,22,23:30:00,AVENIDA,4,"-58,42","-34,65",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,28,1,1
2021-0009,1,2021-01-23,2021,1,23,05:30:00,AVENIDA,6,"-58,45","-34,61",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,31,1,1
2021-0010,1,2021-01-23,2021,1,23,08:00:00,AUTOPISTA,12,"-58,50","-34,55",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,28,1,1
2021-0011,1,2021-01-27,2021,1,27,01:04:26,AVENIDA,2,"-58,39","-34,60",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,21,1,1
2021-0012,1,2021-01-29,2021,1,29,20:07:22,AUTOPISTA,8,"-58,48","-34,68",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,0,1,1
2021-0013,1,2021-01-31,2021,1,31,06:10:00,AVENIDA,10,"-58,49","-34,64",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,41,1,1
2021-0014,1,2021-02-02,2021,2,2,00:50:00,AVENIDA,15,"-58,48","-34,60",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,28,1,1
2021-0015,1,2021-02-06,2021,2,6,03:05:00,AVENIDA,15,"-58,49","-34,60",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,26,1,1
2021-0016,1,2021-02-14,2021,2,14,05:50:00,AVENIDA,8,"-58,47","-34,68",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,22,1,1
2021-0017,1,2021-02-17,2021,2,17,04:10:00,AVENIDA,1,"-58,38","-34,63",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33,1,1
2021-0018,1,2021-02-20,2021,2,20,19:00:00,CALLE,3,"-58,41","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,36,1,1
2021-0019,1,2021-02-21,2021,2,21,01:20:00,AVENIDA,12,"-58,50","-34,56",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,30,1,1
2021-0020,1,2021-02-21,2021,2,21,15:00:00,CALLE,5,"-58,42","-34,61",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,0,1,1
2021-0021,1,2021-02-26,2021,2,26,05:30:00,CALLE,3,"-58,41","-34,61",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,39,1,1
2021-0022,1,2021-02-28,2021,2,28,12:00:00,AVENIDA,13,"-58,45","-34,55",PASAJEROS-SD,DESCONOCIDO,PASAJERO,PASAJEROS,MASCULINO,68,1,1
2021-0023,1,2021-03-01,2021,3,1,09:20:00,AUTOPISTA,4,nan,nan,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,24,1,1
2021-0024,1,2021-03-03,2021,3,3,16:30:00,AVENIDA,9,"-58,50","-34,67",BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,MASCULINO,5,1,1
2021-0025,1,2021-03-11,2021,3,11,03:45:00,AUTOPISTA,8,"-58,49","-34,69",MOTO-OTRO,OTRO,CONDUCTOR,MOTO,MASCULINO,37,1,1
2021-0026,1,2021-03-15,2021,3,15,02:35:00,AUTOPISTA,4,"-58,38","-34,64",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,36,1,1
2021-0027,1,2021-03-16,2021,3,16,15:30:00,AUTOPISTA,12,"-58,49","-34,55",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,19,1,1
2021-0028,1,2021-03-29,2021,3,29,17:20:00,AVENIDA,7,"-58,44","-34,64",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,0,1,1
2021-0029,1,2021-03-31,2021,3,31,18:05:00,AVENIDA,7,"-58,47","-34,63",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,26,1,1
2021-0030,1,2021-04-03,2021,4,3,18:30:00,CALLE,4,"-58,39","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,36,1,1
2021-0031,1,2021-04-07,2021,4,7,10:29:00,AVENIDA,1,"-58,38","-34,62",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,68,1,1
2021-0032,1,2021-04-10,2021,4,10,19:55:00,AUTOPISTA,13,"-58,44","-34,55",PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,60,1,1
2021-0033,1,2021-04-14,2021,4,14,17:50:00,AUTOPISTA,5,"-58,42","-34,63",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,33,1,1
2021-0034,1,2021-04-19,2021,4,19,14:40:00,AVENIDA,4,"-58,40","-34,65",MOTO-CARGAS,CARGAS,PASAJERO,MOTO,FEMENINO,26,1,1
2021-0035,1,2021-05-03,2021,5,3,09:20:00,AVENIDA,8,"-58,45","-34,66",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,24,1,1
2021-0036,1,2021-05-09,2021,5,9,06:00:00,AUTOPISTA,11,"-58,52","-34,60",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,36,1,1
2021-0037,1,2021-05-11,2021,5,11,07:10:00,AVENIDA,13,"-58,47","-34,56",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,58,1,1
2021-0038,1,2021-05-14,2021,5,14,11:40:00,AVENIDA,14,"-58,43","-34,58",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,44,1,1
2021-0039,1,2021-05-15,2021,5,15,12:09:00,AVENIDA,9,"-58,50","-34,65",BICICLETA-AUTO,AUTO,CICLISTA,BICICLETA,MASCULINO,86,1,1
2021-0040,1,2021-05-20,2021,5,20,05:50:00,AUTOPISTA,13,"-58,47","-34,53",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,27,1,1
2021-0041,1,2021-05-20,2021,5,20,08:30:00,AVENIDA,14,"-58,41","-34,58",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,75,1,1
2021-0042,1,2021-05-21,2021,5,21,05:00:00,AVENIDA,9,"-58,52","-34,64",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,39,1,1
2021-0043,1,2021-05-22,2021,5,22,18:26:00,AVENIDA,9,"-58,51","-34,66",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,50,1,1
2021-0044,1,2021-05-25,2021,5,25,02:00:00,AVENIDA,9,"-58,47","-34,65",MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO,MOTO,MASCULINO,21,1,1
2021-0045,1,2021-05-26,2021,5,26,17:24:00,AUTOPISTA,4,"-58,38","-34,64",MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,22,1,1
2021-0046,1,2021-05-31,2021,5,31,02:00:00,AVENIDA,15,"-58,46","-34,59",AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO,AUTO,MASCULINO,20,1,1
2021-0047,1,2021-06-02,2021,6,2,16:00:00,AVENIDA,4,"-58,42","-34,66",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,59,1,1
2021-0048,1,2021-06-03,2021,6,3,09:58:00,AVENIDA,12,"-58,49","-34,57",BICICLETA-AUTO,AUTO,CICLISTA,BICICLETA,MASCULINO,44,1,1
2021-0049,1,2021-06-03,2021,6,3,20:30:00,AVENIDA,8,"-58,45","-34,67",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,74,1,1
2021-0050,1,2021-06-10,2021,6,10,13:30:00,AVENIDA,13,"-58,45","-34,56",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,56,1,1
2021-0051,1,2021-06-15,2021,6,15,19:20:00,AVENIDA,4,"-58,42","-34,66",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,73,1,1
2021-0052,1,2021-06-20,2021,6,20,05:40:00,AUTOPISTA,8,"-58,50","-34,68",MOTO-OBJETO FIJO,OBJETO FIJO,PASAJERO,MOTO,FEMENINO,19,1,1
2021-0053,1,2021-06-20,2021,6,20,12:00:00,AVENIDA,15,"-58,44","-34,59",PEATON-BICICLETA,BICICLETA,PEATON,PEATON,MASCULINO,58,1,1
2021-0054,1,2021-06-22,2021,6,22,14:44:00,CALLE,4,"-58,43","-34,65",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,41,1,1
2021-0055,1,2021-06-29,2021,6,29,12:20:00,AVENIDA,3,"-58,41","-34,60",MOTO-CARGAS,CARGAS,PASAJERO,MOTO,MASCULINO,47,1,1
2021-0056,1,2021-07-09,2021,7,9,23:25:00,AVENIDA,4,"-58,42","-34,65",BICICLETA-AUTO,AUTO,CICLISTA,BICICLETA,MASCULINO,60,1,2
2021-0057,1,2021-07-10,2021,7,10,23:30:00,AUTOPISTA,2,"-58,39","-34,58",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,46,1,2
2021-0058,1,2021-07-21,2021,7,21,00:40:00,AUTOPISTA,12,"-58,49","-34,55",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,24,1,2
2021-0059,1,2021-07-22,2021,7,22,01:20:00,AVENIDA,3,"-58,40","-34,63",AUTO-OBJETO FIJO,OBJETO FIJO,PASAJERO,AUTO,FEMENINO,44,1,2
2021-0060,1,2021-07-22,2021,7,22,12:30:00,AVENIDA,5,"-58,42","-34,61",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,80,1,2
2021-0061,1,2021-07-24,2021,7,24,09:15:00,AVENIDA,4,"-58,41","-34,65",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,55,1,2
2021-0062,1,2021-07-27,2021,7,27,07:16:00,AVENIDA,4,"-58,42","-34,65",AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,73,1,2
2021-0063,1,2021-08-02,2021,8,2,04:40:00,AVENIDA,7,"-58,47","-34,63",AUTO-AUTO,AUTO,PASAJERO,AUTO,FEMENINO,31,1,2
2021-0064,1,2021-08-02,2021,8,2,20:00:00,AUTOPISTA,9,"-58,53","-34,65",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,37,1,2
2021-0065,1,2021-08-06,2021,8,6,08:30:00,AVENIDA,6,"-58,43","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,63,1,2
2021-0066,1,2021-08-06,2021,8,6,20:00:00,AVENIDA,11,"-58,53","-34,61",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,59,1,2
2021-0067,1,2021-08-08,2021,8,8,09:29:00,AUTOPISTA,1,"-58,38","-34,63",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27,1,2
2021-0068,1,2021-08-15,2021,8,15,06:10:00,AVENIDA,11,"-58,52","-34,61",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,39,1,2
2021-0069,1,2021-08-20,2021,8,20,17:15:00,AVENIDA,14,"-58,41","-34,59",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,17,1,2
2021-0070,1,2021-08-28,2021,8,28,08:30:00,AVENIDA,8,"-58,44","-34,65",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,31,1,2
2021-0071,1,2021-08-31,2021,8,31,16:00:00,CALLE,3,"-58,40","-34,60",PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,88,1,2
2021-0072,1,2021-09-01,2021,9,1,19:10:00,AVENIDA,2,"-58,39","-34,60",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,57,1,2
2021-0073,1,2021-09-18,2021,9,18,12:20:00,AVENIDA,2,"-58,39","-34,58",BICICLETA-AUTO,AUTO,CICLISTA,BICICLETA,FEMENINO,76,1,2
2021-0074,1,2021-09-20,2021,9,20,15:00:00,AUTOPISTA,12,"-58,50","-34,55",MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,55,1,2
2021-0075,1,2021-09-21,2021,9,21,14:30:00,CALLE,1,"-58,38","-34,63",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,65,1,2
2021-0076,1,2021-10-16,2021,10,16,06:15:00,AVENIDA,7,"-58,44","-34,65",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,31,1,2
2021-0077,1,2021-10-18,2021,10,18,07:20:00,AVENIDA,6,"-58,44","-34,63",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,31,1,2
2021-0078,1,2021-10-23,2021,10,23,06:35:00,AVENIDA,6,"-58,43","-34,62",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,22,1,2
2021-0079,1,2021-10-25,2021,10,25,03:30:00,CALLE,3,"-58,41","-34,60",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,0,1,2
2021-0080,1,2021-10-28,2021,10,28,16:16:00,AVENIDA,1,"-58,38","-34,59",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,32,1,2
2021-0081,1,2021-11-02,2021,11,2,13:35:00,AUTOPISTA,4,"-58,38","-34,64",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,26,1,2
2021-0082,1,2021-11-06,2021,11,6,04:39:00,AUTOPISTA,3,"-58,40","-34,62",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,38,1,2
2021-0083,1,2021-11-09,2021,11,9,00:35:00,AVENIDA,13,"-58,46","-34,56",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30,1,2
2021-0084,1,2021-11-11,2021,11,11,03:00:00,AVENIDA,9,"-58,49","-34,65",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,32,1,2
2021-0085,1,2021-11-20,2021,11,20,18:30:00,AUTOPISTA,12,"-58,51","-34,58",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,49,1,2
2021-0086,1,2021-11-25,2021,11,25,10:10:00,AVENIDA,6,"-58,45","-34,62",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,75,1,2
2021-0087,1,2021-11-27,2021,11,27,11:22:00,CALLE,1,"-58,38","-34,59",PEATON-BICICLETA,BICICLETA,PEATON,PEATON,FEMENINO,73,1,2
2021-0088,1,2021-12-01,2021,12,1,15:40:00,CALLE,13,"-58,46","-34,56",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,45,1,2
2021-0089,1,2021-12-02,2021,12,2,01:10:00,AVENIDA,11,"-58,48","-34,62",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,41,1,2
2021-0090,1,2021-12-10,2021,12,10,11:45:00,AVENIDA,1,"-58,38","-34,60",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,73,1,2
2021-0091,1,2021-12-11,2021,12,11,23:00:00,CALLE,10,"-58,52","-34,62",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,24,1,2
2021-0092,1,2021-12-12,2021,12,12,06:20:00,AVENIDA,3,"-58,41","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,50,1,2
2021-0093,1,2021-12-13,2021,12,13,17:10:00,AVENIDA,7,"-58,43","-34,65",MOTO-AUTO,AUTO,PASAJERO,MOTO,FEMENINO,18,1,2
2021-0094,1,2021-12-20,2021,12,20,01:10:00,AUTOPISTA,9,"-58,47","-34,65",MOTO-AUTO,AUTO,PASAJERO,MOTO,FEMENINO,43,1,2
2021-0095,1,2021-12-30,2021,12,30,00:43:00,AVENIDA,11,"-58,47","-34,62",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,27,1,2
2021-0096,1,2021-12-15,2021,12,15,10:30:00,AVENIDA,9,"-58,47","-34,65",AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,60,1,2
2021-0097,1,2021-11-18,2021,11,18,06:10:00,CALLE,1,"-58,38","-34,59",BICICLETA-AUTO,AUTO,CICLISTA,BICICLETA,MASCULINO,53,1,2
HC-2020-0624349,1,2020-11-21,2020,11,21,13:00:00,AUTOPISTA,8,"-58,47","-34,70",MOTO,CAMION,DESCONOCIDO,MOTO,FEMENINO,41,1,2
